Height,Waist,Shoulder,Hipline,Bust,Length,Arm,Size
188,117.2,51,130.4,126.4,82.9,63.2,44
187.5,116.3,51,128.9,127.7,82.5,62.9,44
185.5,117.8,51.7,131.6,127.8,82.4,62.8,44
189.5,117.4,51.4,128.3,127.3,82.9,63,44
188.5,116.1,51,129.9,127.7,82.4,63.7,44
187.5,117.6,51.1,131.2,127.9,82.2,62.7,44
186.5,117.2,51.6,128.2,127.9,82.7,63.7,44
185.5,116,51.5,128.2,127.2,82.6,63.1,44
185,116.2,51.4,130.3,127.7,82.1,63.1,44
188.5,116.9,51.3,129.8,127.2,82,62.8,44
189.5,117.9,51,128,127.6,82.6,62.5,44
186.5,117.2,51.1,128.5,127.4,82.2,63.7,44
189.5,117.2,51.6,131.4,127.9,82,62.9,44
185.5,116.5,51,129.9,126.8,82,63.6,44
189,116.3,51.6,128.3,126.8,82.7,62.6,44
188.5,116.5,51.9,128.3,126.2,82.4,63.4,44
185.5,116.2,51.9,130.8,127.3,82,63.9,44
187,117.5,51,129.2,127.3,82,63.8,44
186.5,116.8,51.9,129.7,127.1,82.1,63.1,44
187,117.1,51.2,130.7,127.6,82.4,63,44
185,116.1,51.6,130.7,126.4,82.9,63.4,44
186,117.6,51.1,128.9,126.1,82.8,63.1,44
186,116.2,51.6,129,126.2,82.7,63.6,44
186,116.4,51.5,129,127.4,82.7,63.4,44
185.5,116.5,51,129.9,126.8,82.9,62.8,44
188.5,117.9,51.1,131,126.7,82.6,63.9,44
186,116.2,51.3,130,127.6,82.5,62.6,44
189,116.2,51.5,131.8,127.3,82,62.6,44
186,116,51.6,128.2,127.7,82.1,63.7,44
186.5,116,51.6,130.7,126.2,82.7,63.9,44
189,117.2,51.6,130.9,126.5,82.3,63.9,44
189,117.5,51.3,130,126.1,82.5,63.6,44
186.5,116.6,51.3,129.9,127.2,82.2,62.7,44
186.5,117.2,51.9,130.3,127.4,82.9,63.6,44
187.5,117.6,51.7,128.6,126.4,82.6,62.5,44
189,116.5,51,128.5,127.5,82,62.9,44
185.5,116.9,51.3,129.1,127.5,82.1,63.8,44
188,116.1,51.5,131.2,126,82,63.4,44
186,117.1,51.5,131.4,126.8,82,63.2,44
187,116.4,51,131.3,127.7,82.7,63.6,44
188,117,51.6,131.1,126,82.7,62.9,44
189,116,51.3,129.7,127.4,82.5,63.5,44
188.5,116.3,51.6,131.2,127.8,82.6,63.8,44
185.5,116.7,51.3,130.3,127.4,82.6,63.5,44
189.5,117.2,51.7,129.5,127,82.6,63.3,44
189,117.6,51.7,128.5,127.7,82.1,62.9,44
189.5,116.3,51.9,131.9,127.9,82.9,62.8,44
188.5,117.7,51.4,131.7,126.1,82.6,63.7,44
189.5,117.1,51.4,129.7,127.7,82.8,62.7,44
187,117.7,51.4,130.6,127.5,82.2,62.8,44
187,116,51.3,131.2,127.7,82.2,62.9,44
187.5,116,51,131.1,126.5,82.4,62.5,44
189.5,117.2,51.2,129.5,126.1,82.2,63.4,44
189.5,116,51.7,129.2,127.8,82.6,63.6,44
189,116.2,51.8,128.2,126.3,82.2,62.5,44
189,116.9,51.9,128.6,127,82.4,62.9,44
189.5,117.2,51,128,127.2,82.4,63.6,44
186,116.2,51.7,131.1,126.9,82.9,63.2,44
188.5,117.7,51.6,130.7,127,82.5,62.7,44
187,117.3,51.1,130.6,127.6,82.1,62.8,44
188.5,117.2,51.3,128,127.4,82.9,63.1,44
188,116,51.5,129.1,127.3,82.4,62.6,44
187,116.1,51.9,128.6,127.9,82.5,63.5,44
185,117.5,51.2,131.4,127.9,82.7,62.9,44
187,117.3,51.9,131.2,126.2,82.2,62.5,44
185.5,117.2,51.9,129.6,126.4,82.5,62.6,44
188,116.8,51.3,131.4,127.2,82.4,63.5,44
188,116.1,51.3,130,127,82.7,62.9,44
187.5,116.2,51.2,129.1,126.5,82.5,62.8,44
185,116.1,51.6,128.6,126.2,82.4,63,44
186.5,116.5,51.9,129.7,127.3,82.7,62.8,44
188,117.5,51.1,128.5,126.6,82.2,62.5,44
189,116,51.4,128.4,127.8,82.4,63.1,44
186,117.5,51.2,129.3,127.9,82.1,63.7,44
186,117.7,51,131,126.3,82.6,62.9,44
188,116.1,51.1,129.8,126,82.2,63.4,44
187,116.1,51.9,130.4,126.6,82.5,62.7,44
185.5,116.2,51.3,129.8,126.7,82.3,63.7,44
186.5,116.4,51.8,128.8,127.8,82,63.8,44
186.5,117.5,51.6,131.2,127.4,82.7,63.1,44
186.5,117.5,51.8,129,126.8,82.6,62.8,44
185,117.9,51.8,130.6,126.4,82,63.8,44
188,116.6,51.6,131.5,126.9,82,63.6,44
185,117.8,51.7,129.7,127,82.7,63,44
185,116.4,51.4,131.6,127.3,82.7,63.3,44
185.5,116.6,51,131.5,127.8,82.6,63.4,44
186,116.4,51,128.6,127.7,82.2,62.9,44
186,117.3,51.2,129.5,127.1,82.1,63.6,44
187,117.7,51.4,128.2,126.4,82.3,63.6,44
185.5,116.3,51.5,129.2,127.6,82.7,62.8,44
187.5,116.2,51.5,131.8,127.1,82.8,63,44
189,117.4,51.3,130.8,127.9,82.3,63.1,44
189,116.1,51.6,130.1,126.7,82.2,63.3,44
186,117.8,51.2,130.7,126.7,82.3,62.6,44
187.5,116.2,51.6,131.9,127.7,82.8,62.5,44
185,116.2,51.6,130.8,126,82.2,62.7,44
189.5,116.7,51.8,129.7,127.3,82.1,62.7,44
189,116.4,51.1,128.3,127.2,82.2,62.8,44
185,117.9,51.1,131.3,127.3,82.1,63.5,44
189,116.1,51.2,129.2,127.7,82.8,63.7,44
186.5,116.2,51.7,129.6,126.4,82.2,62.9,44
185.5,116.2,51.1,128.4,127.3,82.3,63.2,44
189,117.4,51.4,128.1,127,82.9,63.2,44
185.5,116.5,51.9,131.5,126.3,82.8,63.8,44
189.5,116.9,51.4,130.8,126.5,82.6,62.9,44
189,117,51.8,130,127.6,82.1,63,44
188.5,117.4,51.3,129.3,126.9,82.1,63.2,44
186,116.7,51.4,130.7,126.6,82.6,62.5,44
189,117.6,51.9,129.9,127.7,82.3,62.9,44
187,117.7,51.8,129.1,126.3,82.4,62.8,44
188,117.8,51.6,130.2,127.6,82.9,63.8,44
185,117.2,51.9,128.8,126.1,82.8,62.9,44
189.5,116.3,51,129.3,126.1,82,63.3,44
186.5,116,51.4,129.2,126.4,82.8,63.4,44
186,117.2,51.8,129.5,127.9,82.2,62.5,44
188,117.1,51.5,131.9,127.9,82.2,63,44
189,116.3,51.9,131.4,127.3,82.2,63.8,44
188,116.5,51.5,129.4,127.9,82.4,63,44
187.5,116.8,51.4,131.6,126.5,82.8,62.8,44
185.5,117,51.5,130.2,126.7,82.3,62.9,44
188,117.4,51,130.5,126.7,82.8,63.3,44
188.5,116.9,51.3,129.7,127.3,82.2,62.5,44
185,116.7,51.9,131.6,127.6,82.2,63.3,44
187.5,117.9,51.5,131.5,127.4,82,63.8,44
189.5,117.9,51.2,131.5,127.8,82,62.7,44
185.5,117,51.8,130.5,126.7,82.3,63.1,44
188,116.4,51.4,131.8,126.2,82.7,62.6,44
188.5,116.9,51.8,128.3,127.1,82.1,63.6,44
185.5,116.2,51.7,128.1,127.8,82.7,63.7,44
185,116.8,51.7,130.4,126.2,82.2,62.5,44
186,117.7,51.4,128.8,126,82.1,63.8,44
189,117.8,51.2,131.3,126.6,82.7,63.8,44
187.5,117.7,51.2,130.9,127.5,82.4,63,44
186.5,116.1,51.5,129.4,126.9,82.5,63.6,44
185.5,117.8,51.2,128.3,126.8,82.7,63.3,44
187,116.1,51.9,129.4,127.3,82.5,63.5,44
187.5,116.9,51.5,130.6,127.3,82.1,63.3,44
185.5,117.8,51.6,130.7,126.9,82.2,62.6,44
186.5,117,51.3,129.7,126.9,82.2,62.8,44
187.5,117.6,51.7,131.8,127.6,82.8,63.4,44
187.5,116.2,51.6,128.9,126.1,82.2,63.9,44
189,117.4,51.6,128.3,127.6,82.2,63,44
188.5,116.2,51,130.8,126.3,82.3,62.6,44
186.5,117,51.4,128.9,126.6,82.2,63.7,44
188,116,51.4,131.7,126.1,82.9,62.5,44
188,116,51.5,130.1,126.7,82.6,63,44
189.5,116.2,51.1,129.3,126.1,82.5,62.7,44
186,116.8,51.6,131.2,126.3,82.5,63.8,44
185.5,116.6,51.3,131.7,127.7,82.9,63.4,44
187,117.7,51.5,130.4,126.9,82.7,62.7,44
185.5,116.1,51.3,128.2,127.2,82.7,63.1,44
189,117,51.9,131.4,126.8,82.5,63.7,44
185.5,116.2,51.7,129.7,126.4,82.4,63.9,44
186.5,116,51.6,129.5,126.5,82.3,62.6,44
185,117.5,51,129.2,126.9,82.5,62.8,44
187,117.3,51.2,128.8,127.2,82.7,62.9,44
186.5,117.1,51.6,131,126.5,82.1,62.6,44
189,116.3,51.5,129.4,126,82.9,63.4,44
186,116.7,51.1,130.4,126.2,82.5,63.1,44
187,117.5,51.7,130.8,127,82.6,62.9,44
188,116.4,51.9,129.5,126.8,82.3,63.8,44
189.5,117.3,51.2,129.3,126.1,82.7,63.2,44
188.5,117.1,51.8,129.3,127.9,82,62.8,44
188.5,117.2,51.1,131,126.1,82.8,62.7,44
185,117.2,51.7,130.6,126.7,82,63.6,44
188,117.1,51.7,129.7,126.3,82.8,63.5,44
189.5,116.3,51.8,131.3,127.5,82.4,63.6,44
187.5,117.9,51.9,128.4,127.2,82.5,63.9,44
187,117.2,51.7,129.4,127.1,82.8,62.8,44
187.5,117,51.4,131.3,126.8,82.8,62.6,44
185,117.8,51.5,128.8,127.4,82.9,63.7,44
188,116.8,51.9,129,126.2,82.8,63.5,44
186.5,117.2,51.5,129.5,126.9,82.7,63.3,44
188.5,116.3,51.8,129.4,127.2,82,63.8,44
185,118,51,132.4,128,82,62.5,45
188.5,118.5,51.8,132.3,129.2,82.7,63.6,45
189.5,118.8,51.2,133.7,128.2,82.9,63.7,45
189.5,118.4,51.5,131.7,128.6,82,63.2,45
188,118.7,51.4,132.1,128.6,82.7,62.7,45
189.5,118.5,51.3,131.3,129.3,82.7,63.7,45
186,119.5,51,133,129.5,82.4,62.9,45
185,118.1,51.9,131.9,129.7,82.9,63.2,45
186,119.3,51.4,130.8,128,82.3,63,45
185.5,118.4,51.6,132.2,129.5,82.3,63.2,45
186,118.1,51.4,131.1,128.1,82.8,62.5,45
189.5,119.9,51.5,133.2,129.8,82.6,63,45
189,119.3,51.8,133.4,129.5,82.8,63.2,45
188,118.4,51.2,130.6,129.3,82.5,63.6,45
189.5,119.2,51.3,131,129.1,82.4,63.9,45
186.5,119.7,51.3,132.3,128.4,82.6,63.6,45
187,118.5,51.6,130.7,128.2,82.4,62.9,45
185,119.7,51.2,131.7,129.3,82.7,62.8,45
187.5,118.5,51.1,131.8,128.6,82.4,62.8,45
186.5,118.7,51.9,132.2,128.2,82.3,63.6,45
189.5,119.3,51.9,133.4,128.5,82.6,62.5,45
186,118.3,51.1,133,129.8,82.5,63.7,45
188,119.5,51.1,132.4,129.5,82,63,45
186.5,119.7,51.9,130.7,129.2,82.2,63.4,45
189,119.5,51.3,131.1,128,82.4,63.5,45
185.5,118.9,51,130.4,129.5,82.7,63.6,45
189.5,118.3,51.9,133,129.6,82.5,63.9,45
185.5,118.9,51.2,133.4,128,82.9,63.9,45
187,119,51.4,130.9,129,82.6,62.7,45
189.5,119.1,51.7,130.7,128.1,82.1,62.7,45
186,119.6,51.3,131.5,128.3,82.4,63.7,45
185,119,51.3,130.9,128.5,82.3,63,45
186.5,119.9,51.1,133.9,129.2,82.9,63.8,45
187.5,118.4,51.8,132.3,129.1,82.3,62.6,45
188.5,119.8,51.7,131.2,128.4,82.6,63.4,45
186,119.2,51.3,131.4,129.1,82.8,62.9,45
186,118.8,51.2,132.3,129.9,82.9,63.5,45
187.5,119.6,51.9,132,129.2,82.1,63.7,45
186.5,119.9,51.6,130.9,129.3,82.4,63.9,45
188.5,118.4,51.6,132.1,128.5,82.6,63.8,45
185.5,118.7,51.2,132.3,128.1,82.4,63.5,45
186,118.2,51.8,133.6,129.8,82.5,63.7,45
188.5,118.2,51.2,130.3,129.9,82,62.8,45
188.5,119.2,51,130,129.3,82.8,63.5,45
187.5,118.5,51.1,133.6,129,82.4,62.6,45
189.5,118.6,51.3,130.3,128.6,82.9,62.6,45
187.5,119.9,51.9,132.4,128.7,82.8,63.4,45
185.5,119.5,51.7,130.6,129.5,82.5,63.2,45
186.5,119.2,51.4,130.3,128,82.3,63.2,45
186,118.5,51.9,131,128.8,82.3,63.3,45
186,119.7,51.8,133.7,129.7,82.6,62.8,45
187.5,119.1,51,133.3,128.4,82.8,62.5,45
186,119.8,51,133,128.9,82.4,63.4,45
189.5,119.7,51.3,133.5,128.3,82.8,63.3,45
185.5,118.6,51,132.5,129.8,82.5,62.7,45
188.5,118.9,51.9,131.4,129.5,82,63.1,45
186.5,118.5,51.9,130.2,128.4,82.7,62.9,45
188.5,119.6,51.8,133.7,128.7,82.1,62.7,45
187.5,119.2,51.4,132.4,128.5,82.2,63,45
189.5,118.6,51.9,131.8,129.4,82.2,62.6,45
189,118.5,51.1,130.5,128,82.2,63.2,45
186.5,118.7,51.1,132.2,129.9,82.5,63.5,45
187.5,119.9,51.2,133,128.4,82.4,63.9,45
185.5,118.7,51.3,131.9,129.5,82.7,63.6,45
189,119.6,51.1,133.1,129.7,82.2,63.9,45
188,118.3,51.5,130.6,128.8,82.9,63.5,45
186,118.8,51.3,132.5,128.1,82.1,62.8,45
187,118,51.8,130.4,129.2,82.9,63.7,45
189.5,119.4,51.7,130.2,128.6,82.6,63.5,45
188.5,118.3,51.5,131,128.6,82.1,63.7,45
188,118.3,51.9,131.9,129.9,82.8,63.6,45
188.5,118.8,51.1,131.2,129.2,82.7,62.5,45
185,118.8,51.1,130.8,128.7,82.7,62.9,45
187.5,118.9,51.8,131.5,129.9,82.3,62.9,45
185.5,119.4,51.6,131.2,129.5,82.1,63.9,45
187.5,119,51.8,133.5,128.8,82.9,63.7,45
188,119,51.4,132.6,128,82,62.5,45
189.5,118.2,51.5,133.6,129.1,82.1,63.6,45
188.5,119.3,51.8,133,129.8,82.7,63.1,45
185.5,118.7,51.8,133.1,129,82.4,62.7,45
188.5,118.3,51.1,130.4,129.1,82.7,63.5,45
189.5,118.2,51,133.3,128.1,82.9,63.5,45
188.5,118.4,51.4,132.9,128.2,82.1,63.3,45
189.5,118.7,51.7,133.3,129.8,82.5,63.4,45
188.5,119.7,51.6,132.9,129.6,82,63.3,45
185.5,118.6,51,133.7,128,82.8,63.4,45
187.5,119.7,51.4,130.3,128.2,82.5,62.7,45
189,118.5,51.2,133.6,128.9,82.8,63.1,45
189.5,118.5,51.2,131.1,129,82,62.7,45
189.5,119.5,51.5,131.3,128.7,82.8,63,45
188.5,119.9,51,130.3,128.5,82.7,63.3,45
186.5,118.8,51.9,131.4,128.3,82.7,63.9,45
189,118.9,51.7,132.5,129.6,82.1,63.1,45
189,119.3,51.4,130.7,128.6,82.8,63.9,45
187.5,118.1,51.7,133.1,129.6,82.3,63.8,45
188.5,118.4,51.7,132.9,129,82.9,62.6,45
187.5,119.7,51.5,130.5,129.2,82.6,63.8,45
188.5,118.7,51.7,133.2,129.8,82.8,63.4,45
187.5,118.2,51.1,133.5,129.7,82.2,62.7,45
185,119.5,51.1,131.9,129.6,82.9,63.8,45
186.5,118.8,51.4,133.9,128.3,82.2,63.1,45
186,118.7,51.2,133.6,128,82.9,62.7,45
188,118.3,51,133.4,128.6,82,62.6,45
185,118.3,51.8,131.1,129.1,82.1,62.7,45
186.5,118.2,51.5,133.1,129.7,82.9,62.8,45
186.5,119.4,51.1,133,128,82.4,62.6,45
185,118,51.9,132.9,128.5,82.1,63.4,45
186.5,119.5,51,130,129.3,82.9,63.5,45
185,119.2,51.8,131.3,129.9,82.9,63.2,45
187,119.6,51.8,131.7,129.4,82.4,62.9,45
187.5,119.6,51.8,132.7,128.1,82.6,63.1,45
185,119.2,51.6,131.2,128,82.5,63.4,45
189,118.6,51.5,132.3,129.2,82.9,63.9,45
185,118.7,51.3,130,129.8,82.7,63.3,45
187.5,119.7,51.1,130.8,128.2,82.1,62.9,45
188.5,119.2,51.4,130.6,128.9,82.4,62.5,45
187,118.5,51,130.1,129.1,82,63.6,45
189.5,118.1,51.8,130.9,129.6,82.2,63.9,45
189.5,119.3,51.1,132,129.2,82.3,62.7,45
186.5,118.3,51.2,133.9,128.9,82.9,63.4,45
186.5,118,51.1,132,129.7,82.2,62.9,45
187.5,119.7,51.7,132.5,128.1,82.9,63.4,45
188,118.2,51.2,132.6,128.4,82.9,63.1,45
189.5,119.3,51.5,133.6,128.7,82.2,62.8,45
187.5,118.4,51.4,133.2,129.7,82.2,63.5,45
185,118.8,51.1,131.2,129.7,82.4,63,45
187.5,119.6,51.7,133,129.8,82.7,62.6,45
189.5,118,51.3,131.3,128.7,82.7,63.1,45
185.5,118.3,51.9,131.3,129.4,82.1,62.8,45
188.5,118.3,51.6,133.3,129.5,82.6,63.3,45
185,119.6,51.5,133.3,129.5,82.6,63.2,45
185,118.2,51.7,133,129.1,82.9,63.8,45
185.5,118,51.9,131.2,128.5,82,63.9,45
188.5,118.4,51,130.1,129.4,82,63.3,45
186,118,51.9,131.7,128.6,82.3,63.8,45
188.5,118.3,51.6,133.7,128.3,82.2,62.6,45
186.5,118.9,51.6,131.6,128.7,82.9,63.5,45
187,118.7,51.7,131.6,129.6,82.3,63.1,45
186.5,119.7,51.4,130.8,128.3,82.5,63.9,45
187,118.6,51,130.1,128.3,82.1,63.7,45
187.5,119.6,51.4,132.4,128.8,82.4,63.9,45
187,119.5,51.6,131.1,128.2,82,62.5,45
187.5,119.8,51.2,130.2,128.3,82.8,62.9,45
186.5,119.3,51.8,130.6,128.6,82.6,62.7,45
188,118.1,51.6,133.8,129.1,82,63.7,45
185,119.8,51,132.9,128.1,82.6,63.7,45
189,119.3,51.1,130.6,129.7,82,63.9,45
187,118.4,51.2,133.8,128.5,82.8,62.9,45
187,118.8,51.2,130.4,128.3,82.3,63.9,45
187,119.3,51.2,131,129.7,82.1,63.3,45
186.5,119.5,51.3,130.3,128.8,82.5,63.4,45
187.5,118.7,51.8,131.4,129.3,82.3,63.9,45
189.5,118.1,51.5,133.6,129,82.8,63.7,45
186.5,119.5,51.9,130.9,128.6,82.1,63.4,45
187,119.2,51.6,130.8,128.3,82.9,62.7,45
185,119.5,51.5,133.8,128.8,82.3,63.9,45
189.5,118.3,51.8,131.2,128.9,82.2,62.7,45
189,119,51.7,130.6,129.9,82.1,63.7,45
186,118.8,51.5,133.6,128.6,82.9,63.3,45
188,119.5,51.6,130,129.6,82,63.2,45
185.5,119.4,51.3,133.1,129.6,82.1,62.5,45
188,119.5,51.9,131.3,129.3,82.2,62.7,45
189.5,119.9,51.5,132.6,128.1,82.2,62.9,45
187,119.3,51.4,130.1,128.4,82.7,62.8,45
189,119.8,51.7,133.9,128.7,82.2,63.5,45
188,119.1,51.5,133.5,129.3,82.7,63.7,45
185,119.4,51.1,131.6,128.4,82.5,63.7,45
188.5,119.3,51.5,131.3,128.6,82.7,62.9,45
189.5,118.7,51.4,130.2,128.9,82.8,63,45
186,118.9,51,131.4,129.4,82.6,62.9,45
189.5,119.1,51.9,131.7,129,82.9,63.9,45
187.5,119.9,51.8,130.3,129,82.7,62.9,45
189,118.3,51.5,131.2,128.2,82.4,63.5,45
186,118.7,51.9,133.9,128.3,82.7,63,45
187,119.6,51.8,132.9,128,82.3,63.8,45
189.5,119.1,51.3,133,128.3,82.8,63.9,45
185.5,118.5,51.5,131.8,128.4,82,62.9,45
188.5,118.5,51,131.8,129.2,82.8,63,45
186,118.8,51.6,132.9,128.6,82.1,63.9,45
185.5,118.8,51.6,132.5,128,82.2,63.2,45
188.5,119.4,51.9,131.2,128.2,82.6,62.5,45
185,118.2,51.8,133.9,128.8,82.1,62.8,45
188.5,118.4,51.2,130.1,128.6,82.6,63.1,45
187.5,118.9,51.8,132.5,129.7,82.1,63,45
186,118.5,51.1,132.5,129.4,82.2,63.2,45
189,119.4,51.1,133.3,128.9,82.1,63,45
189,119.9,51.2,132.4,128.7,82.3,63,45
189.5,119.8,51.7,132.5,129.1,82.6,63.7,45
188.5,118.4,51.7,130.4,128.7,82.3,63.8,45
186,118,51.9,130.9,129.2,82.4,63.6,45
189.5,118.6,51.8,130.7,129.9,82.7,63.4,45
188,118.1,51.4,131.6,128.7,82.5,63.8,45
186,118.3,51.5,132.2,128.1,82.8,63.5,45
185,118.3,51.3,131.3,129.3,82.5,63.2,45
189,118.2,51.1,131.8,129.3,82.2,63.3,45
188,118.6,51.2,132.1,129.1,82.3,62.7,45
189.5,118.1,51.4,130.6,128.6,82.1,63.1,45
187.5,119.3,51.3,130.3,128.1,82.9,63.7,45
185,118.1,51.1,132.3,128.7,82.9,63.1,45
189,119.1,51.1,131.7,129,82.6,63.3,45
189.5,119.7,51.3,131.1,128.7,82.6,63.1,45
188.5,119.8,51.9,131.8,128.2,82.9,62.7,45
189,119,51.1,131.1,128,82,62.7,45
189.5,118.7,51.2,131.5,128.1,82.5,62.5,45
188.5,119.5,51,133.9,128.8,82.3,62.5,45
185.5,119.6,51.8,131.2,128.3,82.6,63.2,45
186,118.4,51.5,132.5,128.4,82.1,63.9,45
186.5,119.4,51.3,130.4,128.7,82,62.9,45
185,119.3,51.4,131.7,128.7,82.7,63.3,45
186,118.4,51.3,133.9,129.1,82.9,63.1,45
185,118.1,51.6,131.4,129.7,82.6,63.3,45
186,118.7,51.8,132.4,129.7,82.7,63.6,45
188,118.3,51.4,133,129.4,82.6,63.5,45
188,118,51.3,133.7,129.7,82.9,62.5,45
188,118.9,51.9,132.2,128.1,82,63.3,45
185.5,118.7,51.7,131.2,129.7,82.2,62.6,45
187,118,51.9,131.2,129,82.4,62.9,45
188,118.5,51.8,132,128.7,82,62.7,45
189.5,118.3,51.1,133.9,129.6,82.6,62.8,45
187.5,119,51.6,132.3,128.1,82.5,63.9,45
189,118.6,51.8,132.6,129.9,82.7,63.9,45
185,118.2,51.2,133.8,129.7,82.2,63.8,45
186.5,119,51.9,132.6,129.8,82.5,62.5,45
186.5,118.2,51,132.2,129.8,82,62.7,45
187.5,118.7,51,132.4,128.4,82.4,63.9,45
188,118,51.8,131.6,129.4,82.1,63.1,45
189,118,51.4,133.2,129.9,82.2,63.2,45
188,118,51.9,133.4,128.5,82.4,62.5,45
185.5,119.8,51.9,131,128.7,82.6,62.8,45
185.5,118.2,51.9,131.3,128.2,82.8,62.9,45
186,119.4,51.5,130.9,128.8,82.3,62.9,45
188,119.1,51.3,132.2,129.4,82.4,62.9,45
186.5,119.1,51.3,132.3,129.4,82.9,63.2,45
186.5,118.2,51.3,132.6,129.2,82.1,62.9,45
187,118.7,51,130.7,128.3,82.7,62.6,45
186.5,119.6,51.1,132,128,82.8,62.6,45
188,119.1,51.7,131.9,129.6,82,63.5,45
186.5,119.9,51.4,132.8,129.6,82.2,63.9,45
185.5,119.5,51.8,132.5,129.1,82.3,63,45
187,119.9,51.6,130.8,128.1,82.4,63,45
188.5,119.6,51,133.8,129.1,82.8,62.6,45
185.5,118.8,51.4,131.1,129.2,82.4,63.9,45
185,118.2,51,132.6,129.3,82,63.5,45
189,118.4,51.4,130,128.2,82.5,62.8,45
187.5,119.9,51.5,132.5,129.7,82.5,63.9,45
189,119.1,51.5,133.8,129.5,82.8,63.4,45
185,118.4,51.3,132.6,129.4,82,63.1,45
189.5,118.8,51,133.6,128.9,82.9,62.7,45
187.5,119.1,51,130.5,129.7,82.1,63.3,45
185.5,119,51.3,131.6,129.8,82,62.9,45
188,118.6,51.9,130.2,128.9,82.7,63.8,45
188.5,118.6,51.2,133,129.2,82.8,63.1,45
188.5,119.8,51.2,130.4,128.1,82.8,63.2,45
189.5,119.6,51.1,133.6,128.3,82.6,62.5,45
185,119.5,51.2,131.6,129.3,82.3,62.9,45
187.5,119.3,51.2,133.2,129.6,82.3,63.6,45
185,119.3,51,133.4,128.8,82.6,63,45
189.5,119.3,51.6,131,128.6,82.1,62.8,45
186,119.2,51.6,131.5,129.3,82,63.6,45
189.5,118.3,51.4,133.1,128.3,82,63.7,45
187,118.1,51.1,132.4,128.8,82.8,62.8,45
187,119.7,51.3,133.7,129.9,82.4,63.2,45
185.5,119.9,51.3,130.5,129.3,82.2,63.7,45
187.5,119.7,51.9,132,129,82.9,63.5,45
188,118,51.3,130.8,128.8,82.6,63.5,45
188.5,119.3,51.9,130.3,128.9,82.2,63.2,45
187.5,118.7,51.3,133.4,129.3,82.8,62.7,45
186,119.8,51.1,133.6,128.1,82.7,63.5,45
187.5,118.3,51.1,130.6,129.3,82,62.6,45
185.5,118.1,51.7,130.1,128,82.7,63.1,45
189.5,119.8,51,132.8,128.8,82.9,63,45
189.5,118.7,51.7,133.4,128.3,82.7,63.1,45
189,119.9,51.9,132.2,128.9,82.3,63.8,45
186,118.9,51.7,130,129.4,82.4,63,45
188,119.2,51.4,131.1,129.2,82.5,63.6,45
189.5,119.3,51.4,131.1,129.6,82.1,62.9,45
187,118.1,51.9,132.9,128.7,82.5,63.8,45
187,118.3,51.4,130.6,128.8,82.8,63.4,45
189,119.7,51.6,133.6,128.8,82.4,62.8,45
189,119,51.1,131.9,129.3,82,62.9,45
188.5,118.8,51.4,133.8,129.9,82.7,62.9,45
186.5,118.5,51.2,132.6,128.4,82.1,63.7,45
189.5,119.4,51.5,132.5,128.6,82,62.9,45
185.5,118.7,51.1,132.1,128.2,82.7,62.5,45
189.5,118.5,51.6,132.1,129.7,82,62.5,45
186,119.2,51.2,131.6,129.4,82.2,63.4,45
185,119.6,51.6,131.1,129.2,82.2,62.5,45
187,118.3,51.6,132.6,128.7,82.7,63.6,45
189,119,51.4,130.1,128,82.7,63.1,45
186,119.4,51.1,132.1,128.4,82.3,63.8,45
186,118.3,51.4,130.9,129.2,82.7,62.7,45
188,118.9,51.2,131.7,128.9,82.3,63,45
188.5,118,51.5,132.2,129.3,82.3,63.3,45
187.5,118.5,51.5,130.8,129.2,82.1,62.9,45
186.5,119.1,51.8,133.6,129.4,82.3,63.9,45
185,118.1,51.8,131,128.2,82.7,63.1,45
189.5,119.3,51.6,130.9,128.7,82.3,63.7,45
185.5,119,51.2,132.3,128.3,82.3,62.6,45
189,118.1,51.5,131.9,129.3,82.5,63.7,45
186.5,118.5,51.6,131.6,128.9,82.2,62.5,45
188,119.9,51.7,131.6,129.1,82.9,63.6,45
189,119.5,51.2,132.1,129.5,82.3,63.8,45
187.5,119.6,51.3,133,129.2,82.4,63.4,45
188.5,118,51.8,133,128.9,82.4,63.9,45
189,119.9,51.4,131.1,128.2,82.7,63.9,45
185,118.7,51.1,130.3,129.9,82.1,63.8,45
186.5,119.2,51.6,130.5,128.1,82.3,63.8,45
185.5,119.1,51.9,130.3,128.6,82.2,62.5,45
187,119.1,51.5,130.3,129.7,82.9,63.5,45
187.5,119.3,51.6,133.9,128.4,82.1,63,45
189,119.7,51.1,132.3,128.6,82,63.6,45
185.5,119.4,51.5,133.9,129.7,82.1,62.9,45
189.5,118.4,51.9,133.2,129.6,82.3,63.7,45
187,118.7,51.2,133.1,128.3,82.5,62.7,45
187,118.3,51.3,130.5,129.9,82.6,62.6,45
185.5,119.9,51,131.8,128.1,82.6,63.2,45
188.5,119.1,51,130.2,129.8,82.9,62.9,45
189.5,118.9,51.5,130,128.4,82.1,63.1,45
185,119,51.9,133.2,129.8,82.7,63.5,45
185,119.1,51.6,132.6,128.6,82.2,63.8,45
189,119.8,51.7,132.9,129.5,82.9,62.5,45
189,119.4,51.7,133.6,128.5,82.2,62.7,45
188,118.9,51.2,130.4,128.8,82.8,63.6,45
189.5,118.8,51.6,131.2,128.6,82.8,63.3,45
187,119.1,51.6,131.4,129.3,82,63.5,45
